,Unnamed: 0,year,day,part,status,output,expected_output,error,code,kpass
344,10,2021,4,1,runtime_error,,49860,"  File ""/tmp/tmppgr8cn3m/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import itertools

def parse_input(input_file):
    with open(input_file, 'r') as f:
        numbers = [int(x) for x in f.readline().split(',')]
        boards = []
        for line in f.readlines():
            if line == '\n':
                boards.append([])
            else:
                boards[-1].append([int(x) for x in line.split()])
    return numbers, boards

def mark_boards(numbers, boards):
    for number in numbers:
        for board in boards:
            for row in board:
                if number in row:
                    row[row.index(number)] = -1

def check_boards(boards):
    for board in boards:
        for row in board:
            if all(x == -1 for x in row):
                return board
        for col in range(len(board[0])):
            if all(board[row][col] == -1 for row in range(len(board))):
                return board
    return None

def calculate_score(board, number):
    unmarked",2.0
345,11,2021,4,2,part1_failed,,24628,,,
346,12,2021,5,1,runtime_error,,6710,"  File ""/tmp/tmpbdq6th6c/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import numpy as np

with open('input.txt') as f:
    lines = [line.strip() for line in f.readlines()]

# Parse the lines into a list of tuples
line_segments = []
for line in lines:
    x1, y1, x2, y2 = map(int, line.replace(' -> ', ',').split(','))
    line_segments.append((x1, y1, x2, y2))

# Find the maximum x and y coordinates
max_x = max(max(x1, x2) for x1, y1, x2, y2 in line_segments)
max_y = max(max(y1, y2) for x1, y1, x2, y2 in line_segments)

# Create a grid to store the number of lines that overlap each point
grid = np.zeros((max_x + 1, max_y + 1))

# For each line segment, increment the grid at each point it covers
for x1, y1, x2, y2 in line_segments:
    if x1 == x2",2.0
347,13,2021,5,2,part1_failed,,20121,,,
348,14,2021,6,1,no_error,"380243
",380243,,"
def simulate_lanternfish(days):
  # Initialize the list of fish with the input
  fish = [int(x) for x in open('input.txt').read().split(',')]

  # Simulate the fish population for the given number of days
  for _ in range(days):
    # Count the number of fish that are ready to reproduce
    ready_to_reproduce = fish.count(0)

    # Reset the timers of the fish that are ready to reproduce
    for i in range(len(fish)):
      if fish[i] == 0:
        fish[i] = 6
      else:
        fish[i] -= 1

    # Add new fish to the population
    for _ in range(ready_to_reproduce):
      fish.append(8)

  # Return the number of fish in the population
  return len(fish)

# Print the number of fish after 80 days
print(simulate_lanternfish(80))
",0.0
349,15,2021,6,2,timeout_error,,1708791884591,TIMEOUT,"
def simulate_lanternfish(days):
  # Initialize the list of fish with the input
  fish = [int(x) for x in open('input.txt').read().split(',')]

  # Simulate the fish population for the given number of days
  for _ in range(days):
    # Count the number of fish that are ready to reproduce
    ready_to_reproduce = fish.count(0)

    # Reset the timers of the fish that are ready to reproduce
    for i in range(len(fish)):
      if fish[i] == 0:
        fish[i] = 6
      else:
        fish[i] -= 1

    # Add new fish to the population
    for _ in range(ready_to_reproduce):
      fish.append(8)

  # Return the number of fish in the population
  return len(fish)

# Print the number of fish after 256 days
print(simulate_lanternfish(256))
",2.0
350,16,2021,7,1,no_error,344297,344297,,"
with open('input.txt') as f:
    crabs = [int(x) for x in f.read().split(',')]

# Find the minimum and maximum positions
min_pos = min(crabs)
max_pos = max(crabs)

# Calculate the fuel cost for each position
fuel_costs = []
for pos in range(min_pos, max_pos + 1):
    fuel_cost = 0
    for crab in crabs:
        fuel_cost += abs(crab - pos)
    fuel_costs.append(fuel_cost)

# Find the position with the minimum fuel cost
min_fuel_cost = min(fuel_costs)
min_fuel_pos = fuel_costs.index(min_fuel_cost)

# Print the results
print(f""The crabs can align to position {min_fuel_pos} using {min_fuel_cost} fuel."")
",0.0
351,17,2021,7,2,no_error,97164301,97164301,,"
with open('input.txt') as f:
    crabs = [int(x) for x in f.read().split(',')]

# Find the minimum and maximum positions
min_pos = min(crabs)
max_pos = max(crabs)

# Calculate the fuel cost for each position
fuel_costs = []
for pos in range(min_pos, max_pos + 1):
    fuel_cost = 0
    for crab in crabs:
        distance = abs(crab - pos)
        fuel_cost += (distance * (distance + 1)) // 2
    fuel_costs.append(fuel_cost)

# Find the position with the minimum fuel cost
min_fuel_cost = min(fuel_costs)
min_fuel_pos = fuel_costs.index(min_fuel_cost)

# Print the results
print(f""The crabs can align to position {min_fuel_pos} using {min_fuel_cost} fuel."")
",0.0
354,20,2021,8,1,runtime_error,,440,"  File ""/tmp/tmpx56m798n/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

def parse_input(input_str):
    """"""Parse the input string into a list of (signal patterns, output digits) tuples.""""""
    return [tuple(x.split()) for x in input_str.splitlines()]

def find_unique_digits(signal_patterns):
    """"""Find the signal patterns that correspond to unique digits.""""""
    unique_digits = {}
    for pattern in signal_patterns:
        if len(pattern) == 2:
            unique_digits[1] = pattern
        elif len(pattern) == 3:
            unique_digits[7] = pattern
        elif len(pattern) == 4:
            unique_digits[4] = pattern
        elif len(pattern) == 7:
            unique_digits[8] = pattern
    return unique_digits

def decode_output(signal_patterns, output_digits, unique_digits):
    """"""Decode the output digits using the signal patterns and unique digits.""""""
    decoded_digits = []
    for digit in output_digits:
        if digit in unique_digits:
            decoded_digits.append(unique_digits[digit",2.0
355,21,2021,8,2,part1_failed,,1046281,,,
356,22,2021,9,1,no_error,"462
",462,,"
with open('input.txt') as f:
    heightmap = [list(map(int, line.strip())) for line in f]

low_points = []
for i in range(len(heightmap)):
    for j in range(len(heightmap[0])):
        if all(heightmap[i][j] < heightmap[x][y] for x, y in [(i-1, j), (i+1, j), (i, j-1), (i, j+1)] if 0 <= x < len(heightmap) and 0 <= y < len(heightmap[0])):
            low_points.append((i, j))

print(sum(heightmap[i][j] + 1 for i, j in low_points))
",0.0
357,23,2021,9,2,runtime_error,,1397760,"  File ""/tmp/tmpnirbxvc0/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
with open('input.txt') as f:
    heightmap = [list(map(int, line.strip())) for line in f]

low_points = []
for i in range(len(heightmap)):
    for j in range(len(heightmap[0])):
        if all(heightmap[i][j] < heightmap[x][y] for x, y in [(i-1, j), (i+1, j), (i, j-1), (i, j+1)] if 0 <= x < len(heightmap) and 0 <= y < len(heightmap[0])):
            low_points.append((i, j))

basins = []
for i, j in low_points:
    basin = set()
    stack = [(i, j)]
    while stack:
        x, y = stack.pop()
        if (x, y) not in basin and heightmap[x][y] != 9:
            basin.add((x, y))
            stack.extend([(x-1, y), (x+1, y), (x, y-",2.0
358,24,2021,10,1,runtime_error,,299793,"  File ""/tmp/tmpis0xax9h/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def is_corrupted(line):
    stack = []
    for char in line:
        if char in '([{<':
            stack.append(char)
        else:
            if not stack:
                return char
            if char == ')' and stack[-1] == '(':
                stack.pop()
            elif char == ']' and stack[-1] == '[':
                stack.pop()
            elif char == '}' and stack[-1] == '{':
                stack.pop()
            elif char == '>' and stack[-1] == '<':
                stack.pop()
            else:
                return char
    return None

def get_syntax_error_score(char):
    if char == ')':
        return 3
    elif char == ']':
        return 57
    elif char == '}':
        return 1197
    elif char == '>':
        return 25137

with open('input.txt') as f:
    lines = f.readlines()

corrupted_lines = []
for line in lines:
    char = is_cor",2.0
359,25,2021,10,2,part1_failed,,3654963618,,,
360,26,2021,11,1,runtime_error,,1793,"  File ""/tmp/tmp7_qrf2u6/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_adjacent_indices(i, j):
    adjacent_indices = []
    for x in range(i-1, i+2):
        for y in range(j-1, j+2):
            if x >= 0 and x < 10 and y >= 0 and y < 10 and (x != i or y != j):
                adjacent_indices.append((x, y))
    return adjacent_indices

def simulate_step(energy_levels):
    # Increase the energy level of each octopus by 1
    for i in range(10):
        for j in range(10):
            energy_levels[i][j] += 1

    # Create a queue to store the indices of octopuses that have flashed
    flash_queue = []

    # Iterate over the energy levels and find any octopuses that have an energy level greater than 9
    for i in range(10):
        for j in range(10):
            if energy_levels[i][j] > 9:
                # Add the octopus to the flash queue
                flash_queue",2.0
361,27,2021,11,2,part1_failed,,247,,,
362,28,2021,12,1,runtime_error,,3887,"Traceback (most recent call last):
  File ""/tmp/tmp71r_ubjk/tmp.py"", line 22, in <module>
    print(count_paths(graph, 'start', 'end', set()))
  File ""/tmp/tmp71r_ubjk/tmp.py"", line 11, in count_paths
    paths += count_paths(graph, next, end, visited)
  File ""/tmp/tmp71r_ubjk/tmp.py"", line 11, in count_paths
    paths += count_paths(graph, next, end, visited)
  File ""/tmp/tmp71r_ubjk/tmp.py"", line 11, in count_paths
    paths += count_paths(graph, next, end, visited)
  [Previous line repeated 4 more times]
  File ""/tmp/tmp71r_ubjk/tmp.py"", line 12, in count_paths
    visited.remove(next)
KeyError: 'QI'
","
from collections import defaultdict

def count_paths(graph, start, end, visited):
    if start == end:
        return 1
    paths = 0
    for next in graph[start]:
        if next not in visited or next.isupper():
            visited.add(next)
            paths += count_paths(graph, next, end, visited)
            visited.remove(next)
    return paths

with open('input.txt') as f:
    graph = defaultdict(list)
    for line in f:
        a, b = line.strip().split('-')
        graph[a].append(b)
        graph[b].append(a)

    print(count_paths(graph, 'start', 'end', set()))
",2.0
363,29,2021,12,2,part1_failed,,104834,,,
364,30,2021,13,1,syntax_error,,712,"  File ""/tmp/tmpbeinweyq/tmp.py"", line 4
    dots = set(map(tuple, map(int, dot.split(',')) for dot in dots.splitlines()))
                          ^
SyntaxError: Generator expression must be parenthesized
","
with open('input.txt') as f:
    dots, folds = f.read().split('\n\n')
    dots = set(map(tuple, map(int, dot.split(',')) for dot in dots.splitlines()))
    folds = [(axis, int(val)) for axis, val in (fold.split('=') for fold in folds.splitlines())]

    for axis, val in folds:
        dots = {(x if axis == 'x' else val - (x - val)) if x < val else x
                for y if axis == 'y' else val - (y - val)) if y < val else y
                for x, y in dots}
        break

    print(len(dots))
",2.0
365,31,2021,13,2,part1_failed,,BLHFJPJF,,,
366,32,2021,14,1,no_error,"2233
",2233,,"
from collections import Counter

with open('input.txt') as f:
    template, rules = f.read().split('\n\n')

rules = {rule.split(' -> ')[0]: rule.split(' -> ')[1] for rule in rules.split('\n')}

for _ in range(10):
    new_template = ''
    for i in range(len(template) - 1):
        new_template += template[i] + rules[template[i:i+2]]
    new_template += template[-1]
    template = new_template

counts = Counter(template)
print(counts.most_common()[0][1] - counts.most_common()[-1][1])
",0.0
367,33,2021,14,2,timeout_error,,2884513602164,TIMEOUT,"
from collections import Counter

with open('input.txt') as f:
    template, rules = f.read().split('\n\n')

rules = {rule.split(' -> ')[0]: rule.split(' -> ')[1] for rule in rules.split('\n')}

for _ in range(40):
    new_template = ''
    for i in range(len(template) - 1):
        new_template += template[i] + rules[template[i:i+2]]
    new_template += template[-1]
    template = new_template

counts = Counter(template)
print(counts.most_common()[0][1] - counts.most_common()[-1][1])
",2.0
368,34,2021,15,1,runtime_error,,423,"  File ""/tmp/tmp6no7gtg8/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
with open('input.txt') as f:
    grid = [list(map(int, line.strip())) for line in f]

    # Initialize the risk map with the values from the input file
    risk_map = [[0 for _ in range(len(grid[0]))] for _ in range(len(grid))]
    risk_map[0][0] = grid[0][0]

    # Iterate over the grid, calculating the risk for each cell
    for i in range(1, len(grid)):
        risk_map[i][0] = risk_map[i-1][0] + grid[i][0]
        risk_map[0][i] = risk_map[0][i-1] + grid[0][i]

    for i in range(1, len(grid)):
        for j in range(1, len(grid[0])):
            risk_map[i][j] = min(risk_map[i-1][j], risk_map[i][j-1]) + grid[i][j]

    # Print the risk map
    for row in",2.0
369,35,2021,15,2,part1_failed,,2778,,,
370,36,2021,16,1,runtime_error,,947,"  File ""/tmp/tmpig22hx6u/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def parse_packet(bits):
    version = int(bits[:3], 2)
    type_id = int(bits[3:6], 2)
    if type_id == 4:
        value = 0
        while True:
            group = bits[6:11]
            value = (value << 4) | int(group[1:], 2)
            bits = bits[11:]
            if group[0] == '0':
                break
        return version, bits, value
    else:
        length_type_id = bits[6]
        bits = bits[7:]
        if length_type_id == '0':
            length = int(bits[:15], 2)
            bits = bits[15:]
            sub_packets = []
            while length > 0:
                version, bits, value = parse_packet(bits)
                sub_packets.append(value)
                length -= len(bits)
            return version, bits, sum(sub_packets)
        else:
            num_sub_packets = int(",2.0
371,37,2021,16,2,part1_failed,,660797830937,,,
372,38,2021,17,1,runtime_error,,8646,"  File ""/tmp/tmpkp7xuobt/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

with open('input.txt') as f:
    x_range, y_range = re.findall(r'x=(-?\d+)\.\.(-?\d+), y=(-?\d+)\.\.(-?\d+)', f.read())[0]
    x_range = list(map(int, x_range))
    y_range = list(map(int, y_range))

def simulate(x_vel, y_vel):
    x, y = 0, 0
    max_y = 0
    while x <= x_range[1] and y >= y_range[0]:
        x += x_vel
        y += y_vel
        max_y = max(max_y, y)
        x_vel += -1 if x_vel > 0 else 1
        y_vel -= 1
    return max_y, x in range(x_range[0], x_range[1] + 1) and y in range(y_range[0], y_range[1] + 1)

max_y = 0",2.0
373,39,2021,17,2,part1_failed,,5945,,,
374,40,2021,18,1,runtime_error,,4184,"  File ""/tmp/tmp2hgzxyrk/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import json

def add(a, b):
    return [a, b]

def explode(snailfish_number):
    for i, pair in enumerate(snailfish_number):
        if isinstance(pair, list) and len(pair) == 2 and all(isinstance(x, int) for x in pair):
            if i > 0:
                snailfish_number[i - 1] += pair[0]
            if i < len(snailfish_number) - 1:
                snailfish_number[i + 1] += pair[1]
            snailfish_number[i] = 0
            return True
    return False

def split(snailfish_number):
    for i, num in enumerate(snailfish_number):
        if isinstance(num, int) and num >= 10:
            snailfish_number[i] = [num // 2, num - num // 2]
            return True
    return False

def reduce(snailfish_number):
    while True:
        if explode(snailfish_number):
            continue
        if split(snail",2.0
375,41,2021,18,2,part1_failed,,4731,,,
376,42,2021,19,1,runtime_error,,405,"  File ""/tmp/tmpfv91yz1b/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import numpy as np

def parse_input(filename):
    with open(filename, 'r') as f:
        scanners = []
        for line in f:
            if line.startswith('---'):
                scanners.append([])
            elif line != '\n':
                scanners[-1].append(np.array([int(x) for x in line.split(',')]))
    return scanners

def find_rotations(scanner):
    rotations = []
    for i in range(4):
        scanner = np.rot90(scanner, axes=(1, 2))
        for j in range(3):
            scanner = np.rot90(scanner, axes=(0, 1))
            rotations.append(scanner.copy())
    return rotations

def find_overlaps(scanner1, scanner2):
    for rotation in find_rotations(scanner2):
        for i in range(len(scanner1) - 11):
            for j in range(len(rotation) - 11):
                diff = scanner1[i:i+12] - rotation[",2.0
377,43,2021,19,2,part1_failed,,12306,,,
378,44,2021,20,1,runtime_error,,5682,"  File ""/tmp/tmp4_azqwgo/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def enhance(image, algorithm):
    def get_pixel(x, y):
        binary = """"
        for i in range(-1, 2):
            for j in range(-1, 2):
                if x + i < 0 or y + j < 0 or x + i >= len(image) or y + j >= len(image[0]):
                    binary += ""0""
                else:
                    binary += ""1"" if image[x + i][y + j] == ""#"" else ""0""
        return int(binary, 2)

    new_image = [[""."" for _ in range(len(image[0]) + 2)] for _ in range(len(image) + 2)]
    for i in range(1, len(image) + 1):
        for j in range(1, len(image[0]) + 1):
            new_image[i][j] = algorithm[get_pixel(i - 1, j - 1)]
    return new_image

with open(""input.txt"") as f:
    algorithm = f.readline().",2.0
379,45,2021,20,2,part1_failed,,17628,,,
380,46,2021,21,1,runtime_error,,504972,"Traceback (most recent call last):
  File ""/tmp/tmpeg47g5p_/tmp.py"", line 23, in <module>
    print(play(4, 8))
  File ""/tmp/tmpeg47g5p_/tmp.py"", line 17, in play
    p2 += next(die)
StopIteration
","
def roll():
    for i in range(1, 101):
        yield i

def play(p1, p2):
    s1, s2 = 0, 0
    die = roll()
    while True:
        for _ in range(3):
            p1 += next(die)
        p1 = p1 % 10 or 10
        s1 += p1
        if s1 >= 1000:
            return s2 * next(die)
        for _ in range(3):
            p2 += next(die)
        p2 = p2 % 10 or 10
        s2 += p2
        if s2 >= 1000:
            return s1 * next(die)

print(play(4, 8))
",2.0
381,47,2021,21,2,part1_failed,,446968027750017,,,
382,48,2021,22,1,runtime_error,,600458,"  File ""/tmp/tmpj0n4j5vp/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

def parse_step(step):
    match = re.match(r""^(on|off) x=(-?\d+)..(-?\d+),y=(-?\d+)..(-?\d+),z=(-?\d+)..(-?\d+)$"", step)
    if match:
        return match.groups()
    else:
        raise ValueError(""Invalid step: {}"".format(step))

def apply_step(step, grid):
    x1, x2, y1, y2, z1, z2 = map(int, step[1:])
    for x in range(x1, x2 + 1):
        for y in range(y1, y2 + 1):
            for z in range(z1, z2 + 1):
                if step[0] == ""on"":
                    grid[x, y, z] = True
                elif step[0] == ""off"":
                    grid[x, y, z] = False

def count_on_cubes(grid):
    count = 0
    for x in range(-50, 51):
        for y",2.0
383,49,2021,22,2,part1_failed,,1334275219162622,,,
384,50,2021,23,1,runtime_error,,19019,"  File ""/tmp/tmprl0iyocz/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import defaultdict, namedtuple
from heapq import heappop, heappush

Room = namedtuple(""Room"", ""name, target"")
rooms = {
    ""A"": Room(""A"", ""ABCD""),
    ""B"": Room(""B"", ""BACD""),
    ""C"": Room(""C"", ""CBAD""),
    ""D"": Room(""D"", ""DCBA""),
}

hallway = [None] * 11
hallway_costs = {
    ""A"": 1,
    ""B"": 10,
    ""C"": 100,
    ""D"": 1000,
}

def is_valid_move(amphipod, room, hallway):
    if room.name != amphipod:
        return False
    for i in range(room.target.index(amphipod), len(room.target)):
        if room.target[i] != amphipod:
            return False
    for i in range(room.target.index(amphipod) + 1, len(room.target)):
        if hallway[i] is not None:",2.0
385,51,2021,23,2,part1_failed,,47533,,,
386,52,2021,24,1,timeout_error,,49917929934999,TIMEOUT,"
def run_program(program, inputs):
    w, x, y, z = 0, 0, 0, 0
    ip = 0
    while ip < len(program):
        op, a, b = program[ip]
        if op == ""inp"":
            a = inputs[ip]
            ip += 1
        elif op == ""add"":
            a += b
        elif op == ""mul"":
            a *= b
        elif op == ""div"":
            a //= b
        elif op == ""mod"":
            a %= b
        elif op == ""eql"":
            a = 1 if a == b else 0
        ip += 1
    return z

def main():
    with open(""input.txt"") as f:
        program = [line.strip().split() for line in f]
    inputs = [int(x) for x in input().split()]
    print(run_program(program, inputs))

if __name__ == ""__main__"":
    main()
",2.0
387,53,2021,24,2,part1_failed,,11911316711816,,,
388,54,2021,25,1,runtime_error,,489,"  File ""/tmp/tmpkx5kov88/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import defaultdict
from copy import deepcopy

with open(""input.txt"") as f:
    grid = [list(line.strip()) for line in f.readlines()]

def print_grid(grid):
    for row in grid:
        print("""".join(row))
    print()

def move_east(grid):
    new_grid = deepcopy(grid)
    for i in range(len(grid)):
        for j in range(len(grid[0])):
            if grid[i][j] == "">"" and grid[i][(j+1)%len(grid[0])] == ""."":
                new_grid[i][j] = "".""
                new_grid[i][(j+1)%len(grid[0])] = "">""
    return new_grid

def move_south(grid):
    new_grid = deepcopy(grid)
    for i in range(len(grid)):
        for j in range(len(grid[0])):
            if grid[i][j] == ""v"" and grid[(i+1)%len(grid)][j] == ""."":
                new",2.0
389,55,2021,25,2,part1_failed,,,,,
390,56,2022,1,1,no_error,"70116
",70116,,"
with open('input.txt') as f:
    elves = f.read().split('\n\n')

calories = [sum(map(int, elf.split())) for elf in elves]
print(max(calories))
",0.0
391,57,2022,1,2,no_error,"206582
",206582,,"
with open('input.txt') as f:
    elves = f.read().split('\n\n')

calories = [sum(map(int, elf.split())) for elf in elves]
print(sum(sorted(calories, reverse=True)[:3]))
",0.0
394,60,2022,2,1,runtime_error,,12276,"  File ""/tmp/tmp9mzrk08l/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
with open('input.txt') as f:
    lines = f.readlines()

# Create a dictionary to map the opponent's move to the player's move
moves = {
    'A': 'X',
    'B': 'Y',
    'C': 'Z'
}

# Create a dictionary to map the player's move to its score
scores = {
    'X': 1,
    'Y': 2,
    'Z': 3
}

# Create a dictionary to map the outcome of the round to its score
outcomes = {
    'loss': 0,
    'draw': 3,
    'win': 6
}

# Calculate the total score
total_score = 0
for line in lines:
    opponent_move, player_move = line.strip().split()

    # Calculate the score for the round
    round_score = scores[player_move]
    if player_move == moves[opponent_move]:
        round_score += outcomes['draw']
    elif player_move == 'X' and opponent_move == 'C':
        ",2.0
395,61,2022,2,2,part1_failed,,9975,,,
396,62,2022,3,1,no_error,"8053
",8053,,"
with open('input.txt') as f:
    lines = f.readlines()

# Create a dictionary to store the priorities of each item type
priorities = {}
for i in range(26):
    priorities[chr(ord('a') + i)] = i + 1
    priorities[chr(ord('A') + i)] = i + 27

# Find the item type that appears in both compartments of each rucksack
total_priority = 0
for line in lines:
    first_compartment = line[:len(line) // 2]
    second_compartment = line[len(line) // 2:]
    for item in first_compartment:
        if item in second_compartment:
            total_priority += priorities[item]
            break

# Print the sum of the priorities
print(total_priority)
",0.0
397,63,2022,3,2,no_error,"2425
",2425,,"
with open('input.txt') as f:
    lines = f.readlines()

# Create a dictionary to store the priorities of each item type
priorities = {}
for i in range(26):
    priorities[chr(ord('a') + i)] = i + 1
    priorities[chr(ord('A') + i)] = i + 27

# Find the item type that appears in all three rucksacks of each group
total_priority = 0
for i in range(0, len(lines), 3):
    first_rucksack = lines[i]
    second_rucksack = lines[i + 1]
    third_rucksack = lines[i + 2]
    for item in first_rucksack:
        if item in second_rucksack and item in third_rucksack:
            total_priority += priorities[item]
            break

# Print the sum of the priorities
print(total_priority)
",0.0
400,66,2022,4,1,no_error,"441
",441,,"
def is_fully_contained(range1, range2):
    return (range1[0] <= range2[0] and range1[1] >= range2[1]) or (range2[0] <= range1[0] and range2[1] >= range1[1])

def main():
    with open('input.txt') as f:
        lines = f.readlines()

    count = 0
    for line in lines:
        range1, range2 = line.strip().split(',')
        range1 = [int(x) for x in range1.split('-')]
        range2 = [int(x) for x in range2.split('-')]
        if is_fully_contained(range1, range2):
            count += 1

    print(count)

if __name__ == '__main__':
    main()
",0.0
401,67,2022,4,2,no_error,"861
",861,,"
def is_overlapping(range1, range2):
    return (range1[0] <= range2[1] and range1[1] >= range2[0]) or (range2[0] <= range1[1] and range2[1] >= range1[0])

def main():
    with open('input.txt') as f:
        lines = f.readlines()

    count = 0
    for line in lines:
        range1, range2 = line.strip().split(',')
        range1 = [int(x) for x in range1.split('-')]
        range2 = [int(x) for x in range2.split('-')]
        if is_overlapping(range1, range2):
            count += 1

    print(count)

if __name__ == '__main__':
    main()
",0.0
404,70,2022,5,1,runtime_error,,FCVRLMVQP,"Traceback (most recent call last):
  File ""/tmp/tmpm1evsmxt/tmp.py"", line 6, in <module>
    moves = [list(map(int, move.split())) for move in moves.splitlines()]
  File ""/tmp/tmpm1evsmxt/tmp.py"", line 6, in <listcomp>
    moves = [list(map(int, move.split())) for move in moves.splitlines()]
ValueError: invalid literal for int() with base 10: 'move'
","
with open('input.txt') as f:
    stacks, moves = f.read().split('\n\n')

stacks = [list(reversed(stack)) for stack in zip(*[line[1::4] for line in stacks.splitlines()])]
moves = [list(map(int, move.split())) for move in moves.splitlines()]

for count, source, dest in moves:
    for _ in range(count):
        stacks[dest - 1].append(stacks[source - 1].pop())

print(''.join(stack[-1] for stack in stacks))
",2.0
405,71,2022,5,2,part1_failed,,RWLWGJGFD,,,
406,72,2022,6,1,no_error,"1109
",1109,,"
def find_start_of_packet_marker(datastream):
    for i in range(3, len(datastream)):
        if len(set(datastream[i-3:i+1])) == 4:
            return i + 1

with open('input.txt', 'r') as f:
    datastream = f.read()

print(find_start_of_packet_marker(datastream))
",0.0
407,73,2022,6,2,no_error,"3965
",3965,,"
def find_start_of_message_marker(datastream):
    for i in range(13, len(datastream)):
        if len(set(datastream[i-13:i+1])) == 14:
            return i + 1

with open('input.txt', 'r') as f:
    datastream = f.read()

print(find_start_of_message_marker(datastream))
",0.0
410,76,2022,7,1,runtime_error,,1443806,"  File ""/tmp/tmph1r7fvfc/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import os

def get_dir_size(dir_path):
    total_size = 0
    for file in os.listdir(dir_path):
        file_path = os.path.join(dir_path, file)
        if os.path.isfile(file_path):
            total_size += os.path.getsize(file_path)
        elif os.path.isdir(file_path):
            total_size += get_dir_size(file_path)
    return total_size

def get_dirs_with_size_at_most(dir_path, max_size):
    dirs = []
    for file in os.listdir(dir_path):
        file_path = os.path.join(dir_path, file)
        if os.path.isfile(file_path):
            continue
        elif os.path.isdir(file_path):
            dir_size = get_dir_size(file_path)
            if dir_size <= max_size:
                dirs.append(file_path)
                dirs.extend(get_dirs_with",2.0
411,77,2022,7,2,part1_failed,,942298,,,
412,78,2022,8,1,runtime_error,,1807,"  File ""/tmp/tmpn6gnemhp/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
with open('input.txt') as f:
    grid = [list(map(int, line.strip())) for line in f]

# Count the trees visible from the top and bottom edges
visible = 2 * len(grid)

# Count the trees visible from the left and right edges
for row in grid:
    visible += 2

# Count the trees visible from the interior
for i in range(1, len(grid) - 1):
    for j in range(1, len(grid[i]) - 1):
        if all(grid[i][k] < grid[i][j] for k in range(j)) or \
           all(grid[i][k] < grid[i][j] for k in range(j + 1, len(grid[i]))):
            visible += 1
        elif all(grid[k][j] < grid[i][j] for k in range(i)) or \
             all(grid[k][j] < grid[i][j] for k in range(i + 1, len(grid))):
            visible += 1

",2.0
413,79,2022,8,2,part1_failed,,480000,,,
414,80,2022,9,1,runtime_error,,6087,"  File ""/tmp/tmp5b_nhgh_/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def move_head(head, direction):
    if direction == 'U':
        head[1] += 1
    elif direction == 'D':
        head[1] -= 1
    elif direction == 'L':
        head[0] -= 1
    elif direction == 'R':
        head[0] += 1

def move_tail(head, tail):
    if abs(head[0] - tail[0]) > 1 or abs(head[1] - tail[1]) > 1:
        if head[0] > tail[0]:
            tail[0] += 1
        elif head[0] < tail[0]:
            tail[0] -= 1
        if head[1] > tail[1]:
            tail[1] += 1
        elif head[1] < tail[1]:
            tail[1] -= 1

def simulate_rope(motions):
    head = [0, 0]
    tail = [0, 0]
    visited = set()
    visited.add(tuple(tail))
    for motion in",2.0
415,81,2022,9,2,part1_failed,,2493,,,
416,82,2022,10,1,runtime_error,,15360,"  File ""/tmp/tmp7k1ri2bl/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_signal_strengths(program):
    x = 1
    cycle = 0
    signal_strengths = []
    for instruction in program:
        if instruction == 'noop':
            cycle += 1
            if cycle in [20, 60, 100, 140, 180, 220]:
                signal_strengths.append(cycle * x)
        else:
            v = int(instruction.split()[1])
            cycle += 1
            if cycle in [20, 60, 100, 140, 180, 220]:
                signal_strengths.append(cycle * x)
            cycle += 1
            x += v
            if cycle in [20, 60, 100, 140, 180, 220]:
                signal_strengths.append(cycle * x)
    return signal_strengths

with open('input.txt') as f:
    program = f.read().splitlines()

signal_",2.0
417,83,2022,10,2,part1_failed,,PHLHJGZA,,,
