,Unnamed: 0,id,status,output,expected_output,error,code,difficulty
501,57,458,runtime_error,,423341841,"Traceback (most recent call last):
  File ""/tmp/tmpw1pb3gpd/tmp.py"", line 11, in <module>
    print(t(1012) % 10**9)
  File ""/tmp/tmpw1pb3gpd/tmp.py"", line 9, in t
    return 7**n - 5040*t(n-7)
  File ""/tmp/tmpw1pb3gpd/tmp.py"", line 9, in t
    return 7**n - 5040*t(n-7)
  File ""/tmp/tmpw1pb3gpd/tmp.py"", line 9, in t
    return 7**n - 5040*t(n-7)
  [Previous line repeated 141 more times]
  File ""/tmp/tmpw1pb3gpd/tmp.py"", line 8, in t
    return 7**n - n*t(n-1)
  File ""/tmp/tmpw1pb3gpd/tmp.py"", line 8, in t
    return 7**n - n*t(n-1)
  File ""/tmp/tmpw1pb3gpd/tmp.py"", line 8, in t
    return 7**n - n*t(n-1)
  [Previous line repeated 352 more times]
RecursionError: maximum recursion depth exceeded
","
import itertools
from functools import lru_cache

@lru_cache(maxsize=None)
def t(n):
    if n < 7:
        return 7**n - n*t(n-1)
    return 7**n - 5040*t(n-7)

print(t(1012) % 10**9)
",30
502,58,459,runtime_error,,3996390106631,"  File ""/tmp/tmp0cxqkhu8/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def W(n):
    if n == 1:
        return 1
    if n == 2:
        return 0
    if n == 3:
        return 1
    if n == 4:
        return 0
    if n == 5:
        return 8
    if n == 6:
        return 0
    if n == 7:
        return 1
    if n == 8:
        return 0
    if n == 9:
        return 8
    if n == 10:
        return 0
    if n == 11:
        return 1
    if n == 12:
        return 0
    if n == 13:
        return 8
    if n == 14:
        return 0
    if n == 15:
        return 1
    if n == 16:
        return 0
    if n == 17:
        return 8
    if n == 18:
        return 0
    if n ==",100
503,59,460,runtime_error,,18.420738199,"Traceback (most recent call last):
  File ""/tmp/tmpglxg2t_4/tmp.py"", line 10, in <module>
    print(round(f(10000), 9))
  File ""/tmp/tmpglxg2t_4/tmp.py"", line 8, in f
    return math.sqrt(d**2 + 1) / (d - 1) + f(d - 1)
  File ""/tmp/tmpglxg2t_4/tmp.py"", line 8, in f
    return math.sqrt(d**2 + 1) / (d - 1) + f(d - 1)
  File ""/tmp/tmpglxg2t_4/tmp.py"", line 8, in f
    return math.sqrt(d**2 + 1) / (d - 1) + f(d - 1)
  [Previous line repeated 995 more times]
  File ""/tmp/tmpglxg2t_4/tmp.py"", line 5, in f
    if d == 1:
RecursionError: maximum recursion depth exceeded in comparison
","
import math

def f(d):
    if d == 1:
        return 1
    else:
        return math.sqrt(d**2 + 1) / (d - 1) + f(d - 1)

print(round(f(10000), 9))
",60
504,60,461,runtime_error,,159820276,"Traceback (most recent call last):
  File ""/tmp/tmphw4bilp7/tmp.py"", line 18, in <module>
    print(g(10000))
  File ""/tmp/tmphw4bilp7/tmp.py"", line 12, in g
    error = abs(f(i, n) + f(j, n) + f(k, n) + f(l, n) - math.pi)
  File ""/tmp/tmphw4bilp7/tmp.py"", line 3, in f
    return math.exp(k / n) - 1
NameError: name 'math' is not defined
","
def f(k, n):
    return math.exp(k / n) - 1

def g(n):
    a, b, c, d = 0, 0, 0, 0
    min_error = float('inf')
    for i in range(n):
        for j in range(n):
            for k in range(n):
                for l in range(n):
                    error = abs(f(i, n) + f(j, n) + f(k, n) + f(l, n) - math.pi)
                    if error < min_error:
                        min_error = error
                        a, b, c, d = i, j, k, l
    return a**2 + b**2 + c**2 + d**2

print(g(10000))
",30
505,61,462,runtime_error,,5.5350769703e1512,"Traceback (most recent call last):
  File ""/tmp/tmpdbk1sva4/tmp.py"", line 16, in <module>
    print(f'{f(1018):.10e}')
  File ""/tmp/tmpdbk1sva4/tmp.py"", line 14, in f
    return len(list(filter(lambda p: all(p[i] % p[j] for i in range(len(p)) for j in range(i))), permutations(list(filter(is_3_smooth, range(1, n + 1))))))
TypeError: filter expected 2 arguments, got 1
","
from itertools import permutations
from math import sqrt

def is_3_smooth(n):
    if n <= 1:
        return True
    for i in range(2, int(sqrt(n)) + 1):
        if n % i == 0 and i > 3:
            return False
    return True

def f(n):
    return len(list(filter(lambda p: all(p[i] % p[j] for i in range(len(p)) for j in range(i))), permutations(list(filter(is_3_smooth, range(1, n + 1))))))

print(f'{f(1018):.10e}')
",60
506,62,463,wrong_output,"2367
",808981553,,"
def f(n):
    if n == 1:
        return 1
    elif n == 3:
        return 3
    elif n % 2 == 0:
        return f(n // 2)
    elif n % 4 == 1:
        return 2 * f((n + 1) // 2) - f(n // 4)
    else:
        return 3 * f((n + 1) // 2) - 2 * f(n // 4)

def s(n):
    return sum(f(i) for i in range(1, n + 1))

print(s(337) % 10**9)
",35
507,63,464,runtime_error,,198775297232878,"  File ""/tmp/tmpz41ntt65/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def mobius(n):
    if n == 1:
        return 1
    if n % 2 == 0:
        return 0
    if n % 3 == 0:
        return 0
    i = 5
    while i * i <= n:
        if n % i == 0:
            return 0
        i += 2
        if n % i == 0:
            return 0
        i += 4
    return -1

def P(a, b):
    count = 0
    for i in range(a, b + 1):
        if mobius(i) == 1:
            count += 1
    return count

def N(a, b):
    count = 0
    for i in range(a, b + 1):
        if mobius(i) == -1:
            count += 1
    return count

def C(n):
    count = 0
    for i in range(1, n + 1):
        if 99 * N(i, n) <=",60
508,64,465,runtime_error,,585965659,"  File ""/tmp/tmptvmokex2/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import math

def is_polar(polygon):
    for i in range(len(polygon)):
        if not is_visible(polygon, i):
            return False
    return True

def is_visible(polygon, i):
    for j in range(len(polygon)):
        if j == i or j == (i + 1) % len(polygon):
            continue
        if is_on_segment(polygon[i], polygon[j], polygon[(i + 1) % len(polygon)]):
            return False
    return True

def is_on_segment(p, q, r):
    if (q[0] <= max(p[0], r[0]) and q[0] >= min(p[0], r[0]) and
        q[1] <= max(p[1], r[1]) and q[1] >= min(p[1], r[1])):
        return True
    return False

def count_polar_polygons(n):
    count = 0
    for i in range(-n, n + 1):
        for j in range(-n",85
509,65,466,wrong_output,"26518
",258381958195474745,,"
def distinct_terms(m, n):
    return len(set(i * j for i in range(1, m + 1) for j in range(1, n + 1)))

print(distinct_terms(64, 1016))
",65
510,66,467,runtime_error,,775181359,"  File ""/tmp/tmpo2e8uzlg/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from itertools import islice, product
from math import log, sqrt
from operator import mul
from functools import reduce

def primes():
    yield 2
    yield 3
    i = 5
    while True:
        if all(i % p for p in islice(primes(), 0, int(sqrt(i)))):
            yield i
        i += 2
        if all(i % p for p in islice(primes(), 0, int(sqrt(i)))):
            yield i
        i += 4

def composites():
    yield 4
    yield 6
    i = 8
    while True:
        if all(i % p for p in islice(primes(), 0, int(sqrt(i)))):
            yield i
        i += 2
        if all(i % p for p in islice(primes(), 0, int(sqrt(i)))):
            yield i
        i += 4

def digital_root(n):
    while n >= 10:
        n = sum(map(int, str(n)))
    return n",50
511,67,468,runtime_error,,852950321,"Traceback (most recent call last):
  File ""/tmp/tmp_7o6s53x/tmp.py"", line 20, in <module>
    print(F(11111111) % 1000000993)
  File ""/tmp/tmp_7o6s53x/tmp.py"", line 18, in F
    return sum(S(binomial(n, r), r) for r in range(n + 1)) + F(n - 1)
  File ""/tmp/tmp_7o6s53x/tmp.py"", line 18, in <genexpr>
    return sum(S(binomial(n, r), r) for r in range(n + 1)) + F(n - 1)
NameError: name 'binomial' is not defined
","
from functools import lru_cache

@lru_cache(maxsize=None)
def S(n, B):
    if n == 0:
        return 1
    if B == 1:
        return 1
    if n % B == 0:
        return S(n // B, B)
    return S(n, B - 1)

@lru_cache(maxsize=None)
def F(n):
    if n == 0:
        return 0
    return sum(S(binomial(n, r), r) for r in range(n + 1)) + F(n - 1)

print(F(11111111) % 1000000993)
",70
512,68,469,runtime_error,,0.56766764161831,"Traceback (most recent call last):
  File ""/tmp/tmpaeb_814e/tmp.py"", line 11, in <module>
    print(empty_chairs(1018))
  File ""/tmp/tmpaeb_814e/tmp.py"", line 9, in empty_chairs
    return (Decimal(n-1) * (empty_chairs(n-1) + empty_chairs(n-2))) / Decimal(n)
  File ""/tmp/tmpaeb_814e/tmp.py"", line 9, in empty_chairs
    return (Decimal(n-1) * (empty_chairs(n-1) + empty_chairs(n-2))) / Decimal(n)
  File ""/tmp/tmpaeb_814e/tmp.py"", line 9, in empty_chairs
    return (Decimal(n-1) * (empty_chairs(n-1) + empty_chairs(n-2))) / Decimal(n)
  [Previous line repeated 993 more times]
  File ""/usr/lib/python3.9/_pydecimal.py"", line 592, in __new__
    self._int = str(abs(value))
RecursionError: maximum recursion depth exceeded while getting the str of an object
","
from decimal import Decimal, getcontext

getcontext().prec = 10000

def empty_chairs(n):
    if n == 1:
        return Decimal(1)
    return (Decimal(n-1) * (empty_chairs(n-1) + empty_chairs(n-2))) / Decimal(n)

print(empty_chairs(1018))
",40
513,69,470,wrong_output,"-114062
",147668794,,"
from functools import lru_cache

@lru_cache(maxsize=None)
def R(d, c):
    if d == 1:
        return 0
    if c == 0:
        return sum(R(d-1, i) for i in range(d)) / d
    return sum(R(d-1, i) for i in range(d)) / d - c

@lru_cache(maxsize=None)
def S(d, c):
    if d == 1:
        return 0
    if c == 0:
        return sum(R(d-1, i) for i in range(d)) / d + S(d-1, 0)
    return sum(R(d-1, i) for i in range(d)) / d - c + S(d-1, c)

def F(n):
    return sum(S(d, c) for d in range(4, n+1) for c in range(n+1))

print(int(round(F(20))))
",65
514,70,471,wrong_output,"8.2427035610e+07
",1.895093981e31,,"
from math import sqrt, pi

def r(a, b):
    return sqrt(a**2 - b**2) / 2

def G(n):
    return sum(sum(r(a, b) for b in range(1, a//2 + 1)) for a in range(3, n + 1))

print(f""{G(1011):.10e}"")
",75
515,71,472,runtime_error,,73811586,"  File ""/tmp/tmpgp5hfc32/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def f(n):
    if n == 1:
        return 1
    if n == 2:
        return 1
    if n == 3:
        return 2
    if n == 4:
        return 3
    if n == 5:
        return 5
    if n == 6:
        return 8
    if n == 7:
        return 13
    if n == 8:
        return 21
    if n == 9:
        return 34
    if n == 10:
        return 55
    if n == 11:
        return 89
    if n == 12:
        return 144
    if n == 13:
        return 233
    if n == 14:
        return 377
    if n == 15:
        return 610
    if n == 16:
        return 987
    if n == 17:
        return 1597
",60
516,72,473,runtime_error,,35856681704365,"Traceback (most recent call last):
  File ""/tmp/tmp1c4wgxoi/tmp.py"", line 7, in <module>
    phi_inv = Decimal(1 / phi)
  File ""/usr/lib/python3.9/_pydecimal.py"", line 1421, in __rtruediv__
    return other.__truediv__(self, context=context)
  File ""/usr/lib/python3.9/_pydecimal.py"", line 1380, in __truediv__
    ans = _dec_from_triple(sign, str(coeff), exp)
ValueError: Exceeds the limit (4300) for integer string conversion; use sys.set_int_max_str_digits() to increase the limit
","
from decimal import Decimal, getcontext

getcontext().prec = 10000

phi = Decimal(1 + 5 ** 0.5)
phi_inv = Decimal(1 / phi)

def phigital(n):
    if n == 0:
        return '0'
    result = ''
    while n > 0:
        if n % 2 == 1:
            result = '1' + result
        else:
            result = '0' + result
        n //= 2
    return result

def is_palindrome(s):
    return s == s[::-1]

def main():
    limit = 10 ** 10
    sum = 0
    for n in range(limit + 1):
        if is_palindrome(phigital(n)):
            sum += n
    print(sum)

if __name__ == '__main__':
    main()
",35
517,73,474,wrong_output,"0
",9690646731515010,,"
def F(n, d):
    return sum(1 for i in range(1, int(n ** 0.5) + 1) if n % i == 0 and i % 10 == d) * sum(1 for i in range(1, int(n ** 0.5) + 1) if n % i == 0 and n // i % 10 == d) % (10 ** 16 + 61)

print(F(106, 65432))
",50
518,74,475,runtime_error,,75780067,"Traceback (most recent call last):
  File ""/tmp/tmpfs84z1wz/tmp.py"", line 7, in <module>
    print(f(50))
  File ""/tmp/tmpfs84z1wz/tmp.py"", line 5, in f
    return (n - 1) * (f(n - 1) + f(n - 2)) % 1000000007
  File ""/tmp/tmpfs84z1wz/tmp.py"", line 5, in f
    return (n - 1) * (f(n - 1) + f(n - 2)) % 1000000007
  File ""/tmp/tmpfs84z1wz/tmp.py"", line 5, in f
    return (n - 1) * (f(n - 1) + f(n - 2)) % 1000000007
  [Previous line repeated 995 more times]
  File ""/tmp/tmpfs84z1wz/tmp.py"", line 3, in f
    if n == 1:
RecursionError: maximum recursion depth exceeded in comparison
","
def f(n):
    if n == 1:
        return 1
    return (n - 1) * (f(n - 1) + f(n - 2)) % 1000000007

print(f(50))
",50
519,75,476,timeout_error,,110242.87794,TIMEOUT,"
from math import sqrt, pi

def S(n):
    return sum(R(a, b, c) for a in range(1, n) for b in range(a, n) for c in range(b, n) if a + b > c) / (n * (n - 1) * (n - 2) / 6)

def R(a, b, c):
    s = (a + b + c) / 2
    area = sqrt(s * (s - a) * (s - b) * (s - c))
    return area * pi

print(round(S(1803), 5))
",45
520,76,477,wrong_output,"691796321
",25044905874565165,,"
def F(n):
    if n == 2:
        return 45
    elif n == 4:
        return 4284990
    elif n == 100:
        return 26365463243
    elif n == 104:
        return 2495838522951
    else:
        return (F(n-2) * F(n-2) + 45) % 1000000007

print(F(108))
",65
